title
rodman phibrick - the last book in the universe
darcey coats - dead of winter
galbraith - cormoran strike mysteries
heather fawcett - faerie's
nicole fiorina - bone island
joyce carol oates - we were the mulvaneys
william makepeace thackeray - vanity fair
heather fawcett - emily wilde’s map of the otherlands
jurgis kunčinas - tūla
the thirteenth tale
little house on the prairie
naomi novak - uprooted
seanan mcguire - beneath the sugar sky
valerie luesse - under the bayou moon
mary wollstonecraft shelley - frankenstein
zod wallop - william browning spencer
ernest hemingway - a moveable feast
james baldwin - giovanni’s room
søren sveistrup - the chestnut man
gail carriger - soulless
david james poissant - lake life
alexi zentner - touch
kent haruf - our souls at night
robert mccammon - swan song
diana wynne jones - the crown of dalemark
andrey kurkov - the grey bees
junji ito
vera brosgol - anya’s ghost
penpal by dathan auerbach
lemony snicket - the bad beginning
john grisham - skipping christmas
linda medley - castle waiting
andrew krivak - the bear
elmore leonard - fire in the hole
victoria aveyard - war storm
someone we know
clare pooley - the authenticity project
alice e. harrow - the once and future witches
tomi oyemakinde - the changing man
kate moseman - silver spells
rob halford
jorge lois borges - labyrinths
heather fawcett - book
diasy darker
david arnold - mosquitoland
karin slaughter - the good daughter
hemingway - tender is the night
john christopher - the tripods trilogy
nimona
otessa moshfegh - death in her hands
vendela vida - we run the tides
sarah morgan - once upon a christmas
jeanne birdsall - the penderwicks series
mc beaton - hamish macbeth series
moon of the crusted snow by eden robinson
kiki’s delivery service
beastly by alex flinn
shalini boland - the girl from the sea
cj tudor - the burning girls
rachel hawkins - rebel belle
rick riordan - percy jackson
joe abercrombie - the shattered sea trilogy
nancy mckenzie - queen of camelot
sydney sheldon - bloodline
boys life - robert mccammon
rose sutherland - a sweet sting of salt
catlin sangster - she who rides the storm
nick cutter - the deep
anya seton - katherine
nalo hopkinson - midnight robber
the boatman's daughter
ursula k leguin - searoad
edgar allan poe - the raven
michiko aoyama - what you are looking for is in the library
ania ahlborn - within these walls
stephen baxter - raft
chelsea g. summers - a certain hunger
karin slaughter - pretty girls
john banville - the sea
pete hamill - forever
hunter s. thompson
terry prachett - good omens
zenna henderson - pilgrimage: the book of the people
anne-marie mcdonald - fall on your knees
edgar allan poe - the narrative of arthur gordon pym of nantucket
patricia mckillip - harrowing the dragon
paula brackston - the witch’s daughter
"elisa braden - forever yours, anabelle"
robert hunter - the new ghost
cynthia bought - else
c.j. leede - fly
eve babitz - slow days fast company
herbert read - the green child
anne rice - the vampire lestat
nigel packer - the restoration of otto laird
victoria mackenzie - for thy great pain have mercy on my little pain
tae keller - when you trap a tiger
kirsty logan - the gracekeepers
we were liars by e l lockhart
susan beth pfeffer - life as we knew it
chuck palahniuk - choke
sharon creech - chasing redbird
laura lam - goldilocks
jeffrey greene - the golden-bristled boar
jk rowling - order of the phoenix
marian keyes - rachel's holiday
enid blyton - the naughtiest girl series
sarah gailey - the echo wife
edgar alan poe - usher's house
jimmy buffett - a salty piece of land
greg rucka - whiteout
franz kafka - the metamorphosis (die verwandlung)
brian evenson - a collapse of horses
anna seghers - transit
ruiz - shadow of the wind
ann rice - the vampire lestat
angie thomas - blackout
philip k. dick - minority report
southern book club's guide to slaying vampires
outlander - diana gabaldon
robin hobb - shaman's crossing
hildafolk by luke pearson
"rebecca - #5,6,7,8"
"william hope hodgson - the boats of the ""glen carrig"
shelley - frankenstein
k. britain - green rider
v.e schwab - gallant
lemony snicket - a series of unfortunate events
erin morganstern - the starless sea
frankenstein
elin hilderbrand - winter street series
suzanna clarke - jonathan strange and mr. norrell
neil gaiman - dream country
james dashner - the death cure
rachel kadish - the weight of ink
phillip pullman - the golden compass
the dressmaker of khair khana
grandma gatewood’s walk - ben montgomery
jim thompson - a hell of a woman
kim bo young - i'm waiting for you
sylvain tesson - consolations of the forest
brian jaques - redwall
josiah bancroft - the books of babel series
henning mankell - kurt wallander series
william timlin - ship that sailed to mars
nicholas eames - kings of the wyld
cameron chaney - autumncrow high: fresh hell
philip k. dick - do androids dream of electric sheep
kate alcott - a touch of stardust
oliver statler - japanese inn
olivie blake - the atlas 6
saul bellow - dangling man
annie proulx - fine just the way it is
gao xingjian - buying a fishing rod for my grandfather
"kathy acker - pussy, king of the pirates and the empire of the senseless"
benjamin myers - the offing
dionne lister - shadow of the realm
christina henry - near the bone
red sister - mark lawrence
josephine johnson - now in november
bernhard hennen - elves
frank kafka - letter to my father
knut hamson - pan
little house in the big woods
maurice sendak - little bear series
robin talley - music from another world
sylvia moreno - mexican gothic
china meiville - perdido street station
laura ingalls wilder - the little house books
mark twain - letters from earth
richard k. morgan - altered carbon
andy davidson - in the valley of the sun
wendy webb - the haunting of brynn wilder
anita shreve - light on snow
nora roberts - three sisters island trilogy
comte de lautréamont - les chants de maldoror
erin bow - sorrow's knot
judith merkle riley - a vision of light
c.j. leede - maeve fly
christopher pike - the midnight club
stephen king - the drawing of the three
jack london - white fang
edith wharton - the ghost stories of edith wharton
elise primavera - the secret order of the gumdrop girls
claire kingsley - protecting you
hannah kent - devotion
jrr tolkien - the hobbit
heather fawcett - even the darkest stars
charlottee mcconaghy - migrations
the once and future witches
robin lafevers - his fair assassin series
kazuo ishiguro - nocturnes: five stories of music and nightfall
ursula k. le guin - the farthest shore
joyce carol oates - the accursed
ian m banks - the culture series
seanan mcguire - lost in the moment and found
james rebanks - the shepherd’s life
sienna sway - the oafs prince
john harwood - ghost writer
dave keenan - for the good times
margaret atwood - the penelopiad
nisi shaw - new suns
dostoyevsky - brothers karamazov
ve schwab - a darker shade of magic
joyce carol oates - cardiff by the sea
annie dillard - pilgrim at tinker creek
holly bourne - pretending
alexander von humboldt - biography
terry pratchett - rincewind/discworld series
clete barrett smith - if we were giants
t. s. eliot - the wasteland
mindy mcginnis - not a drop to drink
m. miller jr. - a canticle for leibowitz
emily m. danforth - the miseducation of cameron post
jo-anne christensen - campfire ghost stories
neil gaiman - season of mists
hank green - an absolutely remarkable thing
l. m. montgomery - anne of the island
natalie hayes - a thousand ships
"jeremy mercer - books, baguettes and bedbugs"
simsion - two steps forward
katherine paterson - bridge to terabitha
ivy pachoda - these women
khalid hosseini - thousand splendid suns
tomihiko morimi - penguin highway
erin morgenstern - night circus
emily lloyd-jones - the drowned woods
john connolly - the caxton private lending library & book depository
tessa gratton - queens of innis lear
roald dahl
blake crouch - the pines series
lois lowry - the giver
donna karen - the mitford series
amanda foreman - the duchess
paul theroux - the mosquito coast
maiden point - j. t. croft
georgi gaspodinov - the physics of sorrow
jinwoo chong - flux
dalene matthee - circles in a forest
erin sterling - the ex hex
kate morton - the secret keeper
rainbow rowell - eleanor and park
donna tartt - the gold finch
joseph hansen - fadeout
{cibola burn} - the expanse
katharine kerr - the gold falcon
flann o'brien - at swim-two-birds
anne tyler - vinegar girl
sarah porter - lost voices
anthony doerr - all the light we cannot see
jeong jeong - seven years of darkness
emily st. john mandel - sea of tranquility
olivia attwater - half a soul
danielewski - house of leaves
linda castillo - kate burkholder series
fiction
mooncakes - suzanne walker
charles wilson - extinct
john le carre - other books
p. craig russell - the ring of the nibelung
austin kleon - steal like an artist
the bone ships - rj barker
emily brontë - wuthering heights
dave eggers - a heartbreaking work of staggering genius
gail carriger
v. e. schwab - a darker shade of magic
stephanie perkins - my true love gave to me: twelve holiday stories
anna gavalda - hunting and gathering
tiffany d. jackson - blackout
ellis peters - cadfael series
salvatore - homeland
junji ito - the enigma of amigara fault
chuck klosterman - downtown owl
roland topor - the tenant
"kij johnson - the fox lady, or fox woman"
eliza henry-jones - salt and skin
susanna clark
tan twan eng - the garden of the evening mists
mo xiang tong xiu - grandmaster of demonic cultivation
terry lynn thomas - the house of secrets
kel kade - fate of the fallen
richard laymon - night in the lonesome october
megan abbott - the fever
nathaniel hawthorne - the house of the seven gables
the oval portrait
todd lockwood - the summer dragon
james s.a. corey - the expanse
analee newitz - autonomous
madison ashby - company town
tracy chevalier - remarkable creatures
jessica townsend - nevermoor: the trials of morrigan crow
eowyn ivey - the snow child
mark smylie - the barrow
a.b. poranek - where the dark stands still
iwan mcewan - atonement
tim willocks - the religion
barbara kingsolver
christina lynch - the italian party
craig davidson - the saturday night ghost club
jennifer saint - atalanta
j.k. rowling - fantastic beasts and where to find them
kathryn lasky - blood secret
a scanner darkly
kate seredy - the cheatry oak
anthony bourdain - kitchen confidential
aimee bender
helen oyeyemi - white is for witching
james clavell - shōgun
ana huang - twisted lies
joss whedon - fray
david baldacci - the fallen
jane yolen - wizards hall
guy gavriel kay - a song for arbonne
homer - the iliad
martha wells - books of the raksura
dmitry glukhovsky - outpost
neal asher - polity
patricia mckillip - the tower at stony wood
lois lowry - gathering blue
jess lourey - bloodline
f.t. lukens - the rules and regulations of mediating myths and magic
prosper merimée - carmen
chitra banerjee devakaruni - mistress of spices
"louisa may alcott, little women"
tokyo ueno station
one of us is lying series
hari kunzru - red pill
stephen king - needful things
neil gaiman and alice cooper - the last temptation
olivia blake - alone with you in the ether
london - the sea wolf
bukowski - post office
lucinda riley - the shadow sister
leigh byrne - there's been a accident
stephen king - if it bleeds
rick burroughs - alan wake
stewart o'nan - the night country
phillip pullman - his dark materials series
sarah pinsker - where oaken hearts do gather
terry pratchett - rincewind
james herbert - the magic cottage
opal reyne - in a soul to keep
michael frayn - skios
david weber - war god series
dyachenkos - daughter from the dark
dragonriders of pern series
louisa may alcott - little women/good wives
jane austen - persuasion
t. kingfisher - paladin's strength
sharon m. draper - out of my mind
charlie jane anders - all the birds in the sky
ellie alexander - caught bread handed
lauren weisberger - the devil wears prada
james thurber - the 13 clocks
kornel makuszyński - satan from the seventh grade
the mermaid and mrs. hancock
keith maillard - gloria
ik murakami - kafka on the shore
"bruno schulz, cinnamon shops"
s. j. kincaid - the diabolic
"saunders, george - fox 8"
marissa meyers - heartless
angela carter - nights at the circus
mark frost - the list of 7
anita amirrezvani - the blood of flowers
"zen cho, sorcerer to the crown"
n a sulway - rupetta
unknown author - the floating feldmans
sorrowland
harlan ellison - i have no mouth and i must scream
r.lee smith - land of the beautiful dead
fredrik backman - beartown trilogy
no country for old men
kristin hannah - magic hour
mark heprin - the ocean of the stars
the invisible hildegard
thilde kold holdt - northern wrath
jg farrell - siege of krishnapur
julliet marillier - the wildwood dancing
vonnegut - cat's cradle
liu cixin - the three-body problem
"ellen o'connell - eyes of silver, eyes of gold"
kyrie mccauley - all the dead lie down
m.r. carey - the book of koli
"the perfect summer: england 1911, just before the storm by juliet nicholson"
keigo higashino - a midsummer's equation
anne rice - blood and gold
daniel o'malley - the rook
lauren oliver - broken things
ray bradbury - martian chronicles
muriel sparks - the prime of miss jean brodie
joanna shupe - the courtesan duchess
sue lynn tan - daughter of the moon goddess
lydia kang - the impossible girl
olga ravn - the employees: a workplace novel of the 22nd century
pg wodehouse - the jeeves and wooster books
danielle l jenson - a fate inked in blood
dan simmons - oh!! the terror
john ajvide lindqvist - let me in
ashley winstead
amy mason doan - lady sunshine
veera hiranandani - the night diary
manuel puig - kiss of the spider woman
nicholas christopher - veronica
c.j. tudor - the burning girls
drew magary - the hike
stephen king - pet sematary
linda godfrey - the beast of bray road
j. r. r. tolkien - lord of the rings trilogy
gina marie guadagnino - the parting glass
cassandra khaw - nothing but blackened teeth
charles delint - moonheart
le guin
amanda boyden - pretty little dirty
bolesław prus - doll
peter brett - demon cycle series
long span; from childhood or college into adulthood:
enid blyton - the faraway tree series
maggie stiefvater - the raven circle series
stuart neville - the ghosts of belfast
mikhail bulgakov - master and margarita
alasdair gray - poor things
james galvin - the meadow
eva rice - the lost art of keeping secrets
lisa matlin - the stranger upstairs
muriel barbery - the elegance of the hedgehog
niklas natt och dag - the wolf and the watchman
emily bronte - wuthering heights
lewis grassic gibbon - sunset song
hp lovecraft - the shadow over innsmouth
brian k vaughn - paper girls
rosh nayy - diary of a 5th grader
balzac
casandra clare - the infernal devices
tabitha suzuma - forbidden
thomas ligotti's short stories
edward abbey - desert solitaire
brontes
carol ryrie brink - caddie woodlawn
dimitry glukhovsky - outpost
lucy foley
brian selznick - hugo
"leopoldo ""alas"" clarín - the regent's wife"
sena jeter naslund - the star-gazer or ahab's wife
lionel shriver - we need to talk about kevin
chuck palahniuk - somehow rant
brian keene - dead sea
amos towles - rules of civility
madaline miller - circe
abdi nazemian - like a love story
algernon blackwood - the willows
kate elliot - mists of avalon
the poetry of hafez
rw kimmerer - braiding sweetgrass
robert heinlein - '—all you zombies—'
veronica g. henry - bacchanal
susanna clarke - jonathan strange and mr norrell
raymond e feist - magician
eleanor catton - birnam wood
tracy wolff - crave
chelsea summers - a certain hunger
rf kuang - the poppy wars
jules verne - journey to the center of the earth
ben elton - time and time again
night circus
"helen oyeyemi - boy, snow, bird"
rj barker - the tide child trilogy
neil gaiman - norse mythology
clive barker - the books of blood
alastair reynolds - turquoise days
guy talent - my absolute darling
ruth nestvold - yesult
lev grossman - the magicians
we hunt the flame
stephen graham jones - don’t fear the reaper
xiaolu guo - 20 fragments of a ravenous youth
jeanne ryan - nerve
maeve fly
barbara kingsolver - pigs in heaven
greg howard - the whispers
andrew smith - grasshopper jungle
william browning spencer - résumé with monsters
wilhelmina baird - clipjoint
hiro arakawa - the travelling cat chronicles
elvin james mensah - small joys
k.a. tucker - the simple wild
stephen hawking - the grand design
ruby dixon - bound to the battle god
strega
lucius shepherd - trujillo
mexican gothic
james ellroy - thirding
oats - foxfire
kazu kibuishi - amulet
lynes - apothecary's garden
d.h. lawrence - women in love
"neil gaiman - fortunately, the milk"
robin mckinley - dragonhaven
luke davies - candy
erin bowman - vengeance road
doctor sleep by steven king
sarah miller - marmee
lynn flewelling - the bone doll's twin
martha wells - the murderbot dairies
norma jeanne karlsson - mugs of love
"alison croggon, pellinor series"
anne of green gables
a nutcracker retelling a court of sugar and spice by rebecca kenny
steven king - the girl who loved tom gordon
jeremy holt - made in korea
sharon shinn - safe keeper series
a j rivers - the girl in cabin 13
the other einstein - albert einstein
dennis cooper
silvia moreno-garcia - certain dark things
catherine webb - the first fifteen lives of harry august
iain banks - the culture series
t kingfisher - swordheart
hp lovecraft
"karen cushman - catherine, called birdy"
stephen king - the dark half
stacy willingham - a flicker in the dark
mary main - tower of evil
ian banks - the culture
donna tartt - a secret history
shea ernshaw - the wicked deep
daphne du maurier - scapegoat
arthur rimbaud - illuminations
inio asano - oyasumi pun pun
the secret history - donna tartt
baek sehee - i want to die but i want to eat tteokbokki
clarke - piranesi
rachel harrison - such sharp teeth
stuart dybek - pet milk
nikki marmery - lilith
mark twain
faniel handler - the basic eight
tina may hall - the snow collectors
clive barker - the great & secret show
chuck klosterman - killing yourself to live: 85% of a true story
emily tesh
rin chupeco - silver under nightfall
haruki murakami - norwegian wood
darcy coates - gallows hill
artemsia gentileschi - a portrait in shadow
carol kirkwood - under the greek moon
ari berk - the secret history of mermaids and creatures of the deep
jennifer walsh - walk your way calm
virginia woolf - to the lighthouse
heather weber - at the coffeeshop of curiosities
flannery o'connor - the violent bear it away
"delia owens, where the crawdads sing"
claudia gray - austen murder mystery books
"claude anet - ariane, a russian girl"
luca guadagnino - who are who we are
kristen ashley - magdalene trilogy
william gibson - pattern recognition
christine feehan - sea haven series
miguel de cervantes - don quixote
j.k. rowling - harry potter and the prisoner of azkaban
alley codie - the only girl in town
lars mytting - the sixteen trees of the somme
sarah j. mass - acotar
guy gavriel kay - tigana
eva ibbotson - the morning gift
peter watts - starfish
juliet marillier - heir to sevenwaters
yrsa - i remember you
augusten burroughs - sellevision
lauren kate - the fallen series
carlos ruiz zafon - prince of mist
king - ‘salem’s lot
paul kruger - steel crow saga
marguerite de angeli - the door in the wall
riley sager - the only one left
alan wake
christine henry - near the bone
sarah waters - any novel
lm montgomery - anne of green gables
téa obreht - inland
l m montgomery - the blue castle
eva ibbotson - which witch?
jonathan strange and mr. norell
marissa meyer - cursed
arthur c. clarke - 2001: a space odyssey
paula hawkins - girl on the train
melanie benjamin - the children's blizzard
victoria aveyard - glass sword
"hannah kirshner - water, wood, and wild things"
mr poe - fall of the house of usher
robin hobb - the rain wild chronicles
ian reid - i'm thinking of ending things
elena aramas - the long game
jin yong - a hero born
paul tremblay - the missing
lisa wingate - the book of lost friends
rick riordan - the lightning thief
claire oshetsky - poor deer
station eleven - author: emily st. john mandel
carrie's broadbent - the serpent the wings of night
albert camus - stranger
sarah lyu - best lies
sam keith - one man's wilderness
catherine cookson - the dwelling place
seanan mcguire - angel of the overpass
sherry thomas - the heart is a universe
michael mcdowell - the elementals
hazel gaynor - meet me in monaco
neil gaiman - snow glass apples
karl marlantes - matterhorn
jane langton - the fledgling
samantha hunt - mr. splitfoot
seamus heaney - beowulf
robert remington - runaway devil: forbidden love drove a 12 year old to kill her family
cassandra khaw - the salt grows heavy
the paper bag princess by none
the hunger games - suzanne collins
howl’s moving castle
blumhouse - blackphone
belinda jones - out of the blue
"emily tesh, the greenhallow duology"
stephen king - the outsider
rachel kushner - the flamethrowers
isabel canas - the hacienda
dashiell hammett - the thin man
r.l. stine - welcome to camp nightmare
stephen king - lowmen in yellow coats
kerri maniscalco - kindom of the wicked
cornelia funke - the ink trilogy
noelle marie - bitten
we have always lived in the castle
v.e. schwab - a darker shade of magic
sarwat chadda - dark goddess
kipling - the jungle book/second jungle book
miriam toews - all my puny sorrows
area 51 series by robert doherty
emma brodie - songs in ursa major
katharine kerr - the bristling wood
hayley kiyoko - girls like girls
glennon doyle - untamed
meg elison - the book of the unnamed midwife
jacob have i loved
acquainted with the night - robert frost
erika krouse - tell me everything: the story of a private investigation
margaret rogerson - vespertine
mary stewart - the moonspinners
natalia jaster - trick
jac jemc - the grip of it
guy gavriel kay - all the seas of the world
jane green - ralph's party
neil gaiman - coralline
susanna clark - jonathan strange and mr norrell
alma katsu - the hunger
*life of alexander* by plutarch
lindsay faye - jane steele
alexandra bracken - the dreadful tale of prosper redding
kristopher jansma - why we came to the city
"mark twain, huckleberry finn"
stephen king - salem's lot
nella larsen - passing
"joyce carol oates - ""where are you going, where have you been?"
poppy z. brite - lost souls
sylvain neuvel - waking gods
melissa broder - death valley
100% none
ed caesar - the moth and the mountain
blake crouch - the pines
grimm brothers - grimms' fairy tales
haruki murakami - dance dance dance
jamie mckelvie - suburban glamour
emma straub - all adults here
"r.f. kuang, babel"
julia glass - three junes
j. k. rowling - harry potter and the sorcerer's stone
victoria schwab - the near witch
william sleator - house of stairs
anne rice - the mummy
roberto bolaño - the savage detectives
lemony snicket - the vile village
arthur c. clarke - rendezvous with rama
dashiell hammett - the maltese falcon
bernard cornwell - death of kings
reza negarestani - cyclonopedia: complicity with anonymous materials
christopher paolini - the inheritance cycle
edward rutherfurd - sarum
james patterson - escape
sylvia de mari - the last dragon
gina chung - sea change
alison weir
lawrence sanders - archy mcnally series
adam silvera - the both die at the end
terry pratchett
the fisherman - john langan
allison dickson - the other mrs. miller
scott smith - the ruins
"niel gaiman, the ocean at the end of the lane"
agatha christy - any miss marple mystery
krystal sutherland - house of hollow
eoin colfer - the supernaturalist
ian m banks - against a dark background
maggie o'farrell - hamnet
lao tzu - the tao te chang
tess gunty - the rabbit hutch
david eagleman - sum
william shakespeare - the tempest
giorgio bassini - garden of the finzi-continis
h.p. lovecraft - anything
alison croggon - pellinor books
michael mcdowell - the amulet
she who became the sun
slade house by david mitchell
robert kolker - the lost girls
stephen king - doctor sleep
edgar allen poe - the masque of the red death
michael crichton - prey
the adventures of tom sawyer by mark twain
shirley jackson - the bird’s nest
jansson - the summer book
stephen king - dumas key
w.r gingell - spindle
stephen king - anything
nell dixon - murder at the dolphin hotel
catronia ward - the last house on needless street
john le carré - call for the dead
jacqueline carey - kushiel series
madeline miller - circe
daisy darker
frances hodgson - the secret garden
daphne dumaurier - rebecca
jonathan strange & mr norrell
karen foxlee - anatomy of wings
philip k dick - the man in the high castle
charlie fletcher - a boy and his dog at the end of the world
j.k. rowling - harry potter and the sorcerer's stone
claire legrand - exstasia
jules verne - 20000 leagues under the sea
sol yurick - the warriors
black eyed susans
david demchuck - the bone mother
bhalchandra nemade - kosla
robin lafevers - grave mercy
arthur c. clarke - the fountains of paradise
st gibson - an education in malice
kristen ciccarelli - the crimson moth
r.d. lawrence - the white puma
j.g. ballard - crash
isabel agajanian - modern divination
emma davis - the beekeepers cottage
flying witch by chihiro ishizuka
blackfish vs white pointer
iain m. banks - player of games
sa barnes - dead silence
robert bloch - psycho
dennis lehane - mystic river
otessa moshfegh - my year of rest and relaxation
lm montgomery - emily of new moon
the penderwicks series
deanna raybourn - veronica speedwell
v. e. schwab - a gathering of shadows
sharon kay penman - the sunne in splendour
william darlymple - nine lives
alexis henderson - the year of the witching
alix harrow - the once and future witches
jen wang - the prince and the dressmaker
ben peek - the godless
norman mailer - the deer park
anne bronte - tenant of wildfell hall
neil stephenson - cryptonomicon
enid blyton - the enchanted wood
mariko koike - the graveyard apartment
jordan ifueko - raybearer
edgar rice burroughs - the land that time forgot
enid blyton - the five findouters
pierce brown - morning star
frederic gros - a philosophy of walking
kay o'neill - tea dragon society
h.d. carlton - hunting adeline
james huntington - on the edge of nowhere
enid blyton - hollow tree house
brandon sanderson - stormlight archive
john darnielle - devil house
c.j. skuse - sweetpea
daphne benedis-grab - the angel tree
tracey chevalier - remarkable creatures
claire legrand - some kind of happiness
cs lewis - perelandra
eva evergreen
tom cooper - the marauders
arnold lobel - ming lo moves the mountain
cixin liu - three body problem
